Title^Author^Date^Link^Content
Najnowszy sondaż. 10 proc. badanych chce całkowitego zakazu aborcji^oprac. Karolina Kołodziejczyk^28-02-2021 23:02^https://wiadomosci.wp.pl/najnowszy-sondaz-10-proc-badanych-chce-calkowitego-zakazu-aborcji-6613195121503200a^Jest najnowszy sondaż ws. aborcji w Polsce. 10 proc. badanych chce całkowitego zakazu przerwania ciąży. Znacznie więcej jest zwolenników m.in. powrotu do tzw. kompromisu aborcyjnego.
Tajlandia. AstraZeneca vs. chińska szczepionka. Ruszyły szczepienia^oprac. Karolina Kołodziejczyk^28-02-2021 22:07^https://wiadomosci.wp.pl/tajlandia-astrazeneca-vs-chinska-szczepionka-ruszyly-szczepienia-6613178083683296a^Tajlandia rozpoczęła szczepienia chińską szczepionką. Z kolei premier czeka na preparat koncernu AstraZeneca.
Kary za brak maseczki. Sypią się także w policji^oprac. Bartosz Kołodziejczyk^28-02-2021 22:06^https://wiadomosci.wp.pl/kary-za-brak-maseczki-sypia-sie-takze-w-policji-6613181072137184a^Za brak stosowania się do obowiązku zakrywania ust i nosa płacą także funkcjonariusze. Policjanci, którzy nie nosili maseczek, zostali ukarani.
Wyniki Lotto 28.02.2021 – losowania Multi Multi, Ekstra Pensja, Kaskada, Mini Lotto, Super Szansa^Łukasz Witczyk^28-02-2021 21:58^https://wiadomosci.wp.pl/wyniki-lotto-28022021-losowania-multi-multi-ekstra-pensja-kaskada-mini-lotto-super-szansa-6613176610944641a^Wyniki Lotto 28.02.2021. Sprawdź, czy najnowsze wyniki Lotto okazały się dla ciebie szczęśliwe. Już we wtorek, w głównym losowaniu Lotto, do wygrania będą 3 mln zł.
Ofiara księdza pedofila do oprawcy: "zabiłeś mnie, żyję tylko kawałeczkiem życia"^oprac. Magdalena Nałęcz^28-02-2021 21:44^https://wiadomosci.wp.pl/ofiara-ksiedza-pedofila-do-oprawcy-zabiles-mnie-zyje-tylko-kawaleczkiem-zycia-6613176418245600a^Robert Fidura w dzieciństwie był ofiarą dwóch księży pedofili. Ostatnio zrezygnował z zasiadania w Fundacji Świętego Józefa, która ma wspierać wykorzystywane osoby. Jak wyjaśnił, był to gest sprzeciwu wobec działań polskich biskupów. Fidura powiedział również, co chciałby przekazać swoim oprawcom.
"Taśmy Obajtka". Jest apel chorych na syndrom Tourette'a^oprac. Karolina Kołodziejczyk^28-02-2021 21:21^https://wiadomosci.wp.pl/tasmy-obajtka-jest-apel-chorych-na-syndrom-tourettea-6613169508608960a^Zarząd Polskiego Stowarzyszenia "Syndrom Tourette'a" zabrał głos po opublikowanych taśmach z udziałem Daniela Obajtka, prezesa KPN Orlen. "Nie można każdego przekleństwa tłumaczyć tikami. Jednoznacznie sprzeciwiamy się ukazywaniu zwykłych przekleństw jako objawów choroby" - można przeczytać w oświadczeniu Zarządu.
Wypadek w Tragaminie. Ranna kobieta w ciąży i roczne dziecko^oprac. Bartosz Kołodziejczyk^28-02-2021 21:14^https://wiadomosci.wp.pl/tragedia-w-tragaminie-ranna-kobieta-w-ciazy-i-roczne-dziecko-6613166370597824a^Groźny wypadek w Tragaminie. W jego wyniku ranna została kobieta w ciąży, a także roczne dziecko. Na drodze pod Malborkiem zderzyły się trzy samochody osobowe.
Powrót do szkół. Przemysław Czarnek podaje warunki^oprac. Magdalena Nałęcz^28-02-2021 21:05^https://wiadomosci.wp.pl/powrot-do-szkol-przemyslaw-czarnek-podaje-warunki-6613166789594048a^- Jeśli epidemiolodzy (…) stwierdzą, że są warunki do tego, by można było posłać uczniów do szkoły w trybie stacjonarnym (…), to niezwłocznie to zrobimy - zapowiedział minister edukacji i nauki Przemysław Czarnek.
Złotoryja. Parafia pokazała rozliczenie ze zbiórki. "Nie może liczyć na młode rodziny"^oprac. Karolina Kołodziejczyk^28-02-2021 20:19^https://wiadomosci.wp.pl/zlotoryja-parafia-pokazala-rozliczenie-ze-zbiorki-nie-moze-liczyc-na-mlode-rodziny-6613151455927264a^Złotoryja. Kościół pod wezwaniem Narodzenia Najświętszej Maryi Panny opublikował dokument dotyczący zbiórki pieniędzy. Podsumowano datki od wiernych i stwierdzono, że "parafia nie może liczyć na młode rodziny, które najdłużej będą korzystały z tej świątyni".
Ludwikowo. Auto wpadło do Noteci, zarzuty dla kierowcy^oprac. Karolina Kołodziejczyk^28-02-2021 19:25^https://wiadomosci.wp.pl/ludwikowo-auto-wpadlo-do-noteci-zarzuty-dla-kierowcy-6613141337795520a^Ludwikowo. Służby interweniowały ws. samochodu, który wpadł do Noteci. Kierowca nie potrafił powiedzieć, czy podróżował sam. Teraz usłyszał zarzuty.
Biżuteria na licytacji. Właścicielem baron paliwowy Henryk M.^oprac. Bartosz Kołodziejczyk^28-02-2021 19:12^https://wiadomosci.wp.pl/slask/bizuteria-na-licytacji-wlascicielem-baron-paliwowy-henryk-m-6613133869329344a^Biżuteria barona paliwowego Henryka M. trafiła na licytację. Tę przeprowadziła Izba Administracji Skarbowej w Katowicach. Kwota z licytacji biżuterii zasili Skarb Państwa.
Wojewoda w Radiu Maryja: "Kościół jest bardzo ważny"^oprac. Magdalena Nałęcz^28-02-2021 19:11^https://wiadomosci.wp.pl/wojewoda-w-radiu-maryja-kosciol-jest-bardzo-wazny-6613133245844416a^- Bardzo atakowany jest w tej chwili (Kościół - red.) i musimy zrobić wszystko, żeby go od tych ataków chronić - stwierdził na antenie Radia Maryja wojewoda kujawsko-pomorski Mikołaj Bogdanowicz. W jego ocenie z Zachodu płynie w naszym kierunku "fala lewactwa".
Bytom. "NAJcenniejsza" wystawa archeologiczna. Muzeum Górnośląskie obchodzi 110-lecie^oprac. Tomasz Kapica^28-02-2021 18:37^https://wiadomosci.wp.pl/slask/bytom-najcenniejsza-wystawa-archeologiczna-muzeum-gornoslaskie-obchodzi-110-lecie-6613130570951648a^Muzeum Górnośląskie w Bytomiu chwali się swoimi najcenniejszymi zbiorami. Przygotowana z okazji jubileuszu 110-lecia istnienia placówki wystawa pokazuje unikatowe przedmioty, które były gromadzone od zarania dziejów muzeum.
Sosnowiec. Biskup Grzegorz Kaszak zakażony koronawirusem^oprac. Karolina Kołodziejczyk^28-02-2021 18:31^https://wiadomosci.wp.pl/sosnowiec-biskup-grzegorz-kaszak-zakazony-koronawirusem-6613126633417664a^Sosnowiec. U biskupa Grzegorza Kaszaka stwierdzono obecność koronawirusa. Duchowny prosi o modlitwę w swojej intencji.
Śląskie. W Niegowonicach kierowca bmw uderzył w drzewo. Lądował helikopter LPR^oprac. Tomasz Kapica^28-02-2021 18:14^https://wiadomosci.wp.pl/slask/slaskie-w-niegowonicach-kierowca-bmw-uderzyl-w-drzewo-ladowal-helikopter-lpr-6613124753075168a^W Niegowonicach niedaleko Zawiercia na DW 790 samochód osobowy uderzył w drzewo. Lądował śmigłowiec Lotniczego Pogotowia Ratunkowego. Mężczyzna w stanie poważnym trafił do szpitala.
